mask_id,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,total,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
1.0DEQ#14.5<x<16.5#36M#1OR2ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050.00,2983.03,2915.18,2846.45,2776.83,2706.30,2634.86,2562.48,2489.16,2414.89,6789.66,6608.85,6422.66,1799.24,1715.99,50715.56,<50k,1.0DEQ,>2 years,RENT,1OR2ENQ,14.5<x<16.5,1.0PUB,H,36M
1.0DEQ#10<x<12.5#60M#1OR2ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500.00,10365.69,10230.22,10093.58,9955.76,9816.75,9676.55,9535.13,9392.49,9248.61,9103.50,8957.13,8809.50,8660.60,8510.41,8358.92,8206.13,8052.01,7896.57,7739.78,7581.64,7422.14,7261.26,7098.99,6935.31,6770.23,6603.72,6435.77,6266.37,6095.51,5923.18,5749.35,5574.03,5397.19,5218.83,5038.92,4857.47,4674.44,4489.84,4303.64,4115.84,3926.41,3735.35,3542.64,3348.26,3152.21,2954.46,2755.01,2553.83,2350.92,2146.26,1939.83,1731.61,341059.78,<50k,1.0DEQ,<2 years,RENT,1OR2ENQ,10<x<12.5,0.0PUB,O,60M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,1953.17,1905.89,1858.16,1809.97,1761.33,11288.51,<50k,1.0DEQ,>2 years,RENT,1OR2ENQ,10<x<12.5,1.0PUB,O,36M
0.0DEQ#<10#60M#2+ENQ#<2 years#O#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7888.66,7776.66,7663.99,7550.65,7436.64,22646.94,30864.95,33870.64,33378.96,32884.10,32386.03,31884.73,31380.17,30872.35,30361.23,29846.79,29329.01,28807.88,28283.35,27755.42,27224.06,26738.88,26375.72,25611.44,25066.14,24517.29,23964.87,23539.22,22850.31,22340.07,21826.60,21309.89,20789.90,17833.46,17306.87,16776.94,16243.66,15707.00,15309.74,14910.24,14508.49,14104.49,9033.94,8625.37,8214.51,7801.34,7385.84,6968.00,6547.82,6125.27,5700.34,5273.02,4843.30,4411.16,3976.58,3539.57,3100.09,2658.14,2213.71,1766.87,1053909.30,>50k,0.0DEQ,<2 years,RENT,2+ENQ,<10,0.0PUB,O,60M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.00,2151.22,2101.83,2051.83,2001.20,1949.94,1898.04,1845.49,1792.28,17991.83,<50k,1.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,O,36M
0.0DEQ#12.5<x<14.5#60M#2+ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.00,8636.16,18534.04,18313.49,18090.42,17864.81,24986.61,24669.87,34324.50,33884.12,44738.69,53941.07,53228.67,52508.23,51779.66,60242.88,59391.01,58529.49,57658.21,76777.06,75655.59,74521.29,73374.01,72213.60,66914.79,66044.59,64606.22,63735.28,43792.39,40072.53,36367.70,35397.15,34415.66,33423.12,32419.39,30606.41,29797.40,28979.13,28151.48,27419.48,26679.10,25945.23,25172.95,20961.07,20186.16,18402.37,15597.94,14760.97,12064.07,11400.25,8154.67,6590.24,6222.45,5850.48,5474.28,5093.79,4352.68,4033.27,3710.22,1964.76,1974123.11,<50k,0.0DEQ,<2 years,RENT,2+ENQ,12.5<x<14.5,0.0PUB,O,60M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#O#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2934.13,2867.39,2799.79,2731.31,2661.94,2591.67,2520.48,2448.37,2375.32,2301.32,2226.36,2150.42,2073.49,1995.56,37677.56,>50k,1.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#14.5<x<16.5#36M#0ENQ#<2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7824.86,7647.42,7467.64,7285.50,7100.95,6913.98,6724.54,6532.61,6338.15,6141.14,5941.52,5739.28,5534.38,5326.78,5116.45,4903.34,4687.43,4468.68,4247.05,4022.50,3794.99,3564.49,3330.95,3094.34,2854.61,2611.73,2365.65,2116.32,151697.30,<50k,1.0DEQ,<2 years,OWN,0ENQ,14.5<x<16.5,1.0PUB,C,36M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9768.49,9534.63,9298.40,9298.40,9298.40,9298.40,9298.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.00,6834.09,6666.70,6497.83,,,,,,,,,,,,,,,4000.00,2838.81,2602.00,2361.65,2118.81,116715.02,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,10<x<12.5,0.0PUB,H,36M
1.0DEQ#14.5<x<16.5#36M#1OR2ENQ#<2 years#C#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11150.00,10904.04,13654.93,13336.47,13013.94,12687.29,12356.48,12021.45,11682.14,11338.51,2446.26,2373.01,2298.83,2223.70,2147.61,133634.67,>50k,1.0DEQ,<2 years,RENT,1OR2ENQ,14.5<x<16.5,1.0PUB,C,36M
0.0DEQ#10<x<12.5#60M#2+ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3949.35,3898.25,3846.69,9794.67,9669.17,9542.45,14414.50,14222.00,14027.68,21831.52,21613.13,21237.48,20935.77,20631.15,20323.61,20028.11,19699.77,19383.26,19063.71,18741.08,14355.29,14098.16,13838.50,13576.29,13400.93,13045.04,12866.29,12503.33,12228.02,12044.06,11659.08,11375.48,11089.09,10897.95,10641.58,28446.74,10250.03,10051.42,6370.95,6168.50,5964.11,5757.74,5549.39,5339.04,5126.66,4912.23,4695.75,4477.17,4256.49,4033.69,3808.75,3581.63,3352.33,3120.82,2887.09,2651.10,2412.84,2172.29,633859.21,<50k,0.0DEQ,<2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,O,60M
1.0DEQ#>16.5#36M#0ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4896.73,4791.79,4685.13,4576.74,4466.59,4354.65,4240.89,4125.27,4007.77,3888.37,3767.02,3643.70,3643.70,3393.04,3263.63,3132.12,2998.47,2862.64,2724.61,2584.33,2441.77,2296.89,85785.84,>50k,1.0DEQ,<2 years,RENT,0ENQ,>16.5,0.0PUB,H,36M
1.0DEQ#14.5<x<16.5#60M#2+ENQ#>2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.00,4695.85,4641.04,4585.56,4529.40,4472.56,4415.02,4356.78,4297.83,4238.16,4177.76,4116.62,4054.74,3992.10,3928.70,3864.52,3799.56,3733.80,3667.25,3599.88,3531.69,3462.66,3392.80,3322.08,3250.49,3178.04,3104.70,3030.46,2955.32,2879.26,2802.27,2724.34,2645.46,2565.61,2484.80,2402.99,131650.06,<50k,1.0DEQ,>2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,H,60M
1.0DEQ#>16.5#36M#2+ENQ#>2 years#C#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11749.14,16869.36,16500.96,16126.66,15746.37,15359.99,14967.43,14568.57,14163.33,13751.60,13333.28,12908.25,12476.42,12037.68,11591.91,11138.99,10678.83,10211.29,3236.11,3090.27,2941.96,2791.14,2637.77,2481.81,273359.14,>50k,1.0DEQ,>2 years,RENT,2+ENQ,>16.5,1.0PUB,C,36M
1.0DEQ#<10#36M#0ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2927.64,2854.70,2781.18,2707.09,2632.41,2557.13,19460.14,<50k,1.0DEQ,<2 years,OWN,0ENQ,<10,1.0PUB,H,36M
1.0DEQ#<10#36M#1OR2ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2927.64,2854.70,2781.18,2707.09,14270.61,<50k,1.0DEQ,>2 years,RENT,1OR2ENQ,<10,1.0PUB,O,36M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.00,3126.15,3051.54,2976.15,2899.99,2823.05,2745.30,20822.18,>50k,1.0DEQ,<2 years,OWN,1OR2ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2930.67,2860.62,2789.86,11581.14,<50k,1.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800.00,12515.35,12227.19,11935.48,11640.18,11341.23,11038.60,10732.24,10422.11,10108.15,9790.32,9468.58,9468.58,8817.16,8483.42,8145.57,8145.57,7461.54,7111.09,7111.09,7111.09,7111.09,7111.09,,,,,,,,,,,,,,,,,,,3000.00,2934.13,2867.39,2799.79,231698.04,<50k,1.0DEQ,>2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.00,1466.08,1431.77,1397.07,1361.98,1326.48,1290.57,1254.26,1217.53,1180.38,1142.81,1104.80,1066.36,1027.48,988.16,948.39,908.16,867.48,826.33,784.70,742.60,700.03,656.96,613.40,613.40,613.40,613.40,,,,,,,,,,,,,,,,,,,5500.00,5376.32,5251.19,5124.60,3181.50,3099.46,3016.42,2932.38,61125.86,<50k,1.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,O,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800.00,9575.93,13349.42,3909.92,3818.79,3726.60,3633.33,3538.98,3443.53,3346.97,3249.28,3150.46,3050.48,2949.34,70543.03,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
1.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,5000.00,4887.62,4745.07,4600.85,4454.93,4336.15,4215.97,4094.37,3971.35,3799.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.00,3419.97,3339.07,3257.29,3174.63,3091.08,3006.62,66894.96,<50k,1.0DEQ,>2 years,RENT,2+ENQ,12.5<x<14.5,1.0PUB,O,36M
1.0DEQ#12.5<x<14.5#36M#2+ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.00,3419.97,3339.07,3257.29,3174.63,3091.08,19782.04,>50k,1.0DEQ,<2 years,RENT,2+ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#>2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9751.47,9501.39,9249.74,8996.52,8741.72,8485.31,8485.31,8485.31,8485.31,8485.31,,,,,,,,,,,7200.00,7018.65,6836.30,6652.94,6468.58,6468.58,6468.58,6468.58,6468.58,,,,,,7000.00,6831.72,6662.08,6491.07,6318.67,6144.88,5969.68,5793.07,5615.02,5435.54,5254.60,5072.20,4888.32,4702.96,4516.09,4327.71,4137.81,3946.37,3753.39,3558.84,3362.72,3165.01,271665.95,<50k,0.0DEQ,>2 years,RENT,2+ENQ,<10,0.0PUB,H,36M
0.0DEQ#<10#60M#2+ENQ#>2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9050.00,23920.85,23597.28,23271.42,22943.26,22612.79,22279.99,21944.84,21607.33,21267.43,20925.13,20580.41,20233.25,19883.64,19531.55,19176.98,18819.89,18460.27,18098.11,17733.38,17366.07,16996.15,16623.60,16248.41,15870.56,15490.03,15106.79,14720.83,14332.13,13940.66,13546.41,13149.35,12749.47,12346.74,11941.14,11532.66,11121.26,10706.93,10289.64,9869.38,9446.11,9019.83,8590.50,8158.11,7722.62,7284.03,6842.29,6397.40,5949.32,5498.04,5043.52,4585.75,4124.71,3660.35,3192.67,775401.28,<50k,0.0DEQ,>2 years,OWN,2+ENQ,<10,0.0PUB,H,60M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11732.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4890.21,7179.00,6987.83,6769.25,6580.68,6389.72,6196.34,5990.50,5809.27,5583.51,5397.12,5191.14,3455.86,3325.99,3194.43,111672.96,<50k,0.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,1.0PUB,H,36M
0.0DEQ#10<x<12.5#36M#1OR2ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,15630.56,15257.31,14880.22,14499.26,14114.37,13725.52,13332.67,12935.77,12534.79,12129.69,22720.41,22049.05,21370.98,20649.83,24921.51,24070.75,23238.19,22810.01,22377.68,12739.68,3471.30,3303.09,378762.63,<50k,0.0DEQ,>2 years,RENT,1OR2ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#<10#36M#0ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.00,1780.59,1735.84,1690.77,1645.36,1599.61,1553.52,1507.09,1460.32,1413.20,1365.73,1317.91,1269.74,1221.20,1172.31,1123.06,1073.44,1023.45,973.09,922.35,871.25,819.76,767.89,715.63,662.99,609.96,556.53,502.71,448.49,393.86,4338.83,4186.44,4032.90,3878.20,3722.33,3565.28,3407.05,3305.57,64459.25,<50k,1.0DEQ,<2 years,RENT,0ENQ,<10,1.0PUB,D,36M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500.00,8310.56,8118.81,7924.72,7728.25,7529.39,7328.10,7124.36,6918.12,6709.37,6498.07,6284.19,6067.70,5848.57,5626.76,5402.24,5174.99,4944.96,4712.12,4476.43,4237.87,3996.40,3751.98,9004.57,13631.55,13144.18,12650.78,12151.27,11645.56,11133.60,9615.29,9078.35,9834.77,8163.36,8040.29,7915.36,7788.80,7788.80,3327.94,298128.44,<50k,0.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#>16.5#36M#0ENQ#<2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.00,5990.61,5575.43,5154.37,4727.35,4294.28,3855.08,3409.66,39406.78,<50k,1.0DEQ,<2 years,OWN,0ENQ,>16.5,1.0PUB,C,36M
1.0DEQ#<10#36M#2+ENQ#>2 years#D#0.0PUB#RENT#<50k,,,,,,,,3000.00,2927.11,2853.66,2779.67,2705.12,2630.01,2554.34,2478.10,2401.28,2323.89,2245.92,2167.36,2088.22,2008.48,1928.14,1847.19,1765.64,1683.48,1600.70,1517.30,1433.27,1348.61,1263.32,1177.38,1090.80,1003.57,915.69,827.14,737.94,648.06,557.50,466.27,374.35,281.74,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.00,5855.67,5710.18,5563.51,5415.66,5266.63,5116.39,4964.94,4812.26,4658.36,4503.22,4346.83,4189.18,4030.26,3870.05,3708.56,3545.76,139191.69,<50k,1.0DEQ,>2 years,RENT,2+ENQ,<10,0.0PUB,D,36M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4825.00,4719.06,4611.73,4503.01,4392.88,4281.31,4281.31,4281.31,4281.31,3829.24,3713.11,3592.70,51311.99,>50k,1.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,H,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3907.13,3813.33,3718.59,3622.90,19061.94,<50k,1.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,H,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#C#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.00,976.33,952.44,928.35,904.03,879.50,854.75,829.78,804.58,779.16,753.51,727.63,701.52,675.17,648.59,621.77,594.71,567.41,539.86,512.07,484.02,455.73,427.18,398.38,369.32,340.00,310.41,280.56,250.45,,,,,,,,,,,,,,,,,5000.00,4883.34,4765.54,4646.59,4526.49,4405.22,4282.77,4159.13,4034.29,3908.23,3780.95,3652.43,70612.19,<50k,1.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,0.0PUB,C,36M
0.0DEQ#<10#36M#2+ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3903.51,3806.26,3708.24,15418.02,>50k,0.0DEQ,<2 years,RENT,2+ENQ,<10,1.0PUB,H,36M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11735.29,11467.20,11195.70,10920.72,19142.24,18672.44,18196.66,17714.82,17226.84,17029.36,16829.38,22026.85,21701.39,11879.52,11545.87,11208.05,10866.00,10519.68,10169.02,9813.98,9454.50,9090.53,3992.13,3854.59,3715.36,331968.12,<50k,0.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,C,36M
1.0DEQ#>16.5#60M#2+ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11750.00,11627.84,11503.85,11378.00,11250.27,11120.62,10989.03,10855.46,10719.89,10582.29,10442.63,10300.87,10156.99,10010.95,9862.72,9712.27,9559.56,9404.56,9247.24,9087.57,8925.49,8760.99,8594.02,8424.55,8252.54,8077.95,7900.74,7720.88,7538.31,7353.02,7164.94,6974.05,6780.29,6583.63,6384.01,6181.41,5975.77,5767.05,5555.20,5340.17,5121.92,4900.39,4675.55,4447.33,4215.69,3980.58,3741.95,384901.02,<50k,1.0DEQ,>2 years,RENT,2+ENQ,>16.5,1.0PUB,O,60M
1.0DEQ#12.5<x<14.5#36M#1OR2ENQ#<2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.00,4690.25,4579.31,4467.17,4353.82,4239.24,4123.42,4006.35,3888.00,3768.38,42915.95,<50k,1.0DEQ,<2 years,RENT,1OR2ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#<2 years#O#1.0PUB#OWN#>50k,9500.00,19165.92,30687.72,29908.46,29124.00,28334.30,27539.32,24271.37,23543.67,22811.07,22073.53,21331.03,20583.53,19830.98,19073.36,18310.63,17542.76,16769.72,15991.46,15207.96,12789.39,12084.97,11375.93,10662.26,9943.92,9220.87,8493.10,7760.56,7023.23,6281.08,5534.07,4782.17,4025.35,3263.58,2496.82,1725.05,948.43,371.37,,,,,,,,,,,,,,,,,,,,,,5500.00,5367.87,5234.67,5100.39,4965.01,4828.53,4690.94,4552.24,4412.40,4271.43,4129.31,3986.04,3841.60,3695.98,3549.18,3401.19,3251.99,3251.99,2951.17,2798.31,2644.21,2488.86,2332.24,2174.35,2015.18,1854.71,1692.93,1529.84,1365.42,1199.67,1032.56,1032.56,1032.56,1032.56,5032.56,3904.25,3807.70,670335.38,>50k,0.0DEQ,<2 years,OWN,2+ENQ,<10,1.0PUB,O,36M
0.0DEQ#<10#36M#2+ENQ#>2 years#O#1.0PUB#OWN#<50k,2600.00,2536.23,2472.01,2407.35,2342.23,2276.66,2210.63,2144.14,2077.19,2009.76,1941.87,1873.50,1804.66,1735.33,1665.51,1595.20,1524.41,1453.11,1381.32,1309.03,1236.23,1162.93,1089.11,1014.77,939.92,864.55,788.64,712.21,635.25,635.25,635.25,635.25,635.25,,14500.00,14152.31,13801.76,13448.32,13091.97,12732.69,12370.45,12005.23,11637.00,11265.74,10891.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3904.25,3807.70,201953.59,<50k,0.0DEQ,>2 years,OWN,2+ENQ,<10,1.0PUB,O,36M
0.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4882.12,4763.16,4643.12,4521.97,4399.71,4276.34,4151.83,4026.19,3899.39,3771.43,3642.30,3511.99,3380.48,3247.77,3113.85,2978.69,2842.30,2704.66,2565.76,2425.59,2284.14,2141.39,1997.33,1851.95,1705.24,1557.19,1407.78,1407.78,1106.22,952.69,797.74,641.38,483.58,324.34,163.64,,,,,,,,,,,4000.00,3905.69,3810.52,109287.24,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#O#0.0PUB#OWN#<50k,,,,,,,5000.00,4885.34,4769.46,4652.35,6733.98,6563.75,6391.72,6217.85,6042.14,5864.57,5811.25,5757.37,5702.93,5647.91,5592.32,5536.14,5479.37,1499.06,1441.09,1382.52,1323.33,1263.51,1203.07,1141.99,1080.27,1017.90,954.88,891.19,826.84,761.81,696.09,629.69,562.59,494.78,426.26,357.02,287.05,216.34,144.90,72.70,,,,,,,,,,,8000.00,7819.88,7637.65,7453.31,9266.81,9033.10,13921.68,13565.52,13205.30,12840.97,21447.47,20873.76,20293.39,19706.28,19112.37,18511.56,17903.78,17288.96,15347.54,14771.33,14188.43,13598.78,9910.25,9677.81,9442.66,9204.76,8964.10,2322.69,2076.38,1827.20,1575.11,1320.08,1062.08,801.08,537.03,269.90,,4000.00,3909.01,3817.02,501828.36,<50k,1.0DEQ,>2 years,OWN,2+ENQ,12.5<x<14.5,0.0PUB,O,36M
1.0DEQ#>16.5#36M#2+ENQ#<2 years#C#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.00,7047.12,6891.98,6734.54,6574.77,6412.64,6248.10,6081.14,5911.70,5739.75,5565.26,5388.18,5208.49,5026.13,4841.08,4653.29,4462.72,4269.33,4073.07,3873.91,112203.18,>50k,1.0DEQ,<2 years,OWN,2+ENQ,>16.5,1.0PUB,C,36M
