mask_id,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,total,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
1.0DEQ#14.5<x<16.5#36M#1OR2ENQ#>2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,20000.00,19554.88,19104.29,18648.17,18186.44,17719.05,17245.92,16766.97,16282.15,15791.37,15294.56,14791.65,14282.57,13767.23,13245.56,12717.49,24182.93,23378.20,22563.40,21738.41,20903.09,20057.32,19200.97,26333.91,70277.40,68231.44,66158.85,67059.27,64866.09,69644.37,67237.75,64799.93,72330.52,69610.73,66855.62,79064.71,101159.42,120351.47,116260.21,120083.48,129629.42,134715.53,153693.55,161258.09,159011.23,154182.01,161233.33,183931.04,194160.38,290067.49,376428.03,409384.96,408178.67,458930.91,530214.92,521166.89,562170.98,636814.67,613023.96,614075.90,645591.01,618726.74,645144.75,734377.98,708903.33,767838.55,753321.79,738231.32,724477.30,750446.69,725237.08,629105.83,594313.88,17613736.01,>50k,1.0DEQ,>2 years,OWN,1OR2ENQ,14.5<x<16.5,0.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#C#1.0PUB#OWN#>50k,,,,,,,,9400.00,9186.09,19194.82,18746.60,18293.24,17834.69,17596.91,17356.32,17070.99,16278.79,15552.23,15300.06,14887.05,14071.52,13564.55,13051.77,12784.36,12328.04,11800.65,11108.28,10410.12,10144.78,10144.78,9608.22,9333.99,9056.72,9056.72,8496.04,8324.98,8068.23,7793.76,7501.11,7205.22,6906.03,5421.83,4755.68,4446.43,4073.74,3808.99,3808.99,3808.99,3808.99,,,,,,,,,,,,,,,,,,31600.00,40642.27,39703.56,48353.87,59178.06,66719.68,92841.79,81954.66,79498.62,96888.88,111513.66,123754.82,192668.78,272876.71,332133.46,393113.02,412854.82,524748.45,555647.02,588223.75,624561.77,598948.15,566152.55,555161.61,562727.41,597455.97,618448.89,678648.24,633547.29,595112.38,10627071.42,>50k,0.0DEQ,>2 years,OWN,2+ENQ,12.5<x<14.5,1.0PUB,C,36M
1.0DEQ#>16.5#60M#2+ENQ#>2 years#O#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17175.00,16995.32,16812.99,42077.97,41621.92,47759.19,47222.79,32330.11,67546.51,66804.24,66050.33,70284.62,69528.68,68730.99,67935.91,87714.15,112608.23,111385.95,129344.04,127855.75,126344.40,116651.17,133292.59,131628.41,140362.59,138544.99,136727.66,134587.71,132727.90,176837.52,157935.29,182259.59,184784.66,180220.27,193915.90,297630.06,280692.33,285415.24,304509.48,371094.53,382367.54,423806.33,473253.41,481273.66,492568.40,564760.19,579365.11,676167.70,739455.45,782491.89,772536.75,742190.15,732546.13,695678.95,729703.86,691418.79,674980.71,664954.07,595657.75,17009123.80,>50k,1.0DEQ,>2 years,OWN,2+ENQ,>16.5,0.0PUB,O,60M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#>2 years#D#0.0PUB#RENT#<50k,,,,11050.00,10808.71,10564.20,21316.45,30922.82,40198.93,50820.58,74003.57,72234.14,75758.30,80877.19,79102.87,77305.61,75485.11,81391.07,73723.33,71536.17,72157.55,64293.90,67448.25,65482.82,63492.04,57292.34,55257.11,53066.20,56155.89,54431.40,62249.50,67183.38,72548.89,74859.17,90342.61,92550.60,103692.03,107788.19,119876.72,126078.82,122875.59,122968.95,122911.38,123988.78,106396.15,106260.59,108788.11,114146.29,117235.96,114222.88,118859.24,113981.33,106606.58,111742.91,114262.42,109359.06,116631.06,108213.40,114972.70,118293.64,172036.12,189046.68,209306.90,211035.60,292872.65,316143.21,360535.70,350129.47,328424.95,386481.95,392779.67,388730.90,379563.85,371011.61,378625.06,384226.88,380600.43,374650.04,409202.43,429993.68,409499.36,423117.20,445773.42,463062.00,506928.70,635951.36,655736.89,646294.48,660805.44,676770.37,632025.77,701301.97,749358.20,706067.35,633679.02,597804.95,21005637.74,<50k,0.0DEQ,>2 years,RENT,2+ENQ,14.5<x<16.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#>2 years#D#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.00,5929.65,5858.50,15036.55,14856.40,9036.62,8924.10,8812.93,8700.46,8586.68,8471.57,8355.13,8237.32,8118.15,7997.58,7875.62,7752.23,7627.40,7501.12,7373.37,7244.13,7113.38,6981.11,6847.30,6711.93,6574.99,6436.45,6296.29,6154.50,6011.06,5865.95,5719.15,5570.64,5570.64,5570.64,5570.64,,,,,,,11200.00,35068.89,49659.52,49073.55,48480.65,90380.76,135976.32,171314.03,194204.91,232185.08,335158.90,437195.07,457344.96,515587.20,583169.17,614808.61,606700.28,598397.86,5437195.91,<50k,0.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,D,60M
0.0DEQ#14.5<x<16.5#36M#1OR2ENQ#<2 years#O#0.0PUB#OWN#>50k,,,19000.00,18587.13,18168.66,17744.52,17314.62,16878.89,16437.26,35989.63,35093.50,34185.64,33265.90,32334.12,31390.13,30433.78,29464.92,28483.36,27488.96,26481.53,25460.92,24426.93,24586.78,23718.87,32672.80,31535.43,65979.09,84638.97,82835.60,135556.77,142620.80,203188.09,198314.30,193394.41,188375.95,200194.93,195464.47,190774.46,189623.65,194731.03,189597.54,178310.89,197474.63,191591.49,209882.60,203317.87,207168.28,227445.15,219835.59,235893.62,211449.29,226986.48,230244.23,246883.64,250489.91,297797.80,278662.15,293221.40,331669.40,366908.23,347905.94,367206.19,383016.03,361670.48,347307.20,347554.72,306686.61,294087.73,325294.60,336473.40,358872.13,344816.56,317177.95,356450.69,367759.65,374368.50,368262.21,419274.62,429173.70,479798.13,487451.81,460623.97,507947.10,491658.33,514419.03,494287.05,526779.53,472899.62,476940.51,520713.16,552195.79,576487.72,684186.85,657643.01,624658.06,602116.74,23575832.30,>50k,0.0DEQ,<2 years,OWN,1OR2ENQ,14.5<x<16.5,0.0PUB,O,36M
0.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#C#0.0PUB#RENT#>50k,,,,,,,,,14500.00,14163.24,13823.12,13479.60,13132.66,12782.26,12428.36,12070.93,11709.94,11345.35,22977.12,22326.19,21668.79,21004.84,20334.29,19657.08,18973.12,18282.36,17584.73,16880.16,16168.57,15449.91,27224.11,20354.87,19740.90,40371.03,60238.54,77597.15,75140.47,72430.40,69696.06,67437.22,58109.59,54237.82,50015.36,47072.88,45265.01,43442.60,61604.12,59273.44,56673.30,54350.30,51997.90,48952.56,46561.79,33899.38,64468.59,61829.22,59165.65,56477.64,53221.93,63098.23,60676.78,73432.67,75609.54,73709.72,71271.22,68346.58,94667.29,91225.72,87751.26,134543.62,121045.96,117093.92,129126.36,146267.47,146810.23,166325.95,171477.03,210316.92,222377.01,213514.81,238794.27,336304.77,383252.61,455863.68,507142.30,616168.52,682243.64,663426.24,716658.16,761639.40,730843.39,710379.67,726449.34,689482.51,641695.65,602283.03,13898907.92,>50k,0.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,C,36M
0.0DEQ#>16.5#36M#1OR2ENQ#<2 years#C#0.0PUB#OWN#>50k,,,,,,,,,,6625.00,17486.19,17113.61,16735.31,16351.21,15961.22,15565.24,15163.18,14754.96,14340.47,13919.63,13492.33,13058.47,12617.95,12170.68,11998.50,11823.65,11646.09,11465.78,7702.60,7697.56,,,,,,,,,,,,,,,,,,,,,,,6700.00,6555.52,37409.03,54619.23,53428.82,52220.34,50993.51,84748.05,132743.22,190643.19,201479.17,240303.03,295897.13,325414.98,372737.83,410479.06,375832.31,402450.61,421728.34,473918.85,555116.69,553431.36,656515.48,720105.06,786123.27,817099.89,818611.00,805028.17,873525.13,874732.92,867356.98,846448.39,847345.29,844830.17,901227.30,836108.78,853558.82,818728.77,780422.85,728669.41,734244.42,749841.98,689367.39,604718.56,23031149.95,>50k,0.0DEQ,<2 years,OWN,1OR2ENQ,>16.5,0.0PUB,C,36M
1.0DEQ#>16.5#60M#1OR2ENQ#>2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.00,19789.57,35576.05,35199.01,34816.21,34427.58,34033.02,33632.45,33225.76,32812.88,14642.15,14459.91,14274.75,14086.60,13895.44,13701.19,13503.83,13303.30,13099.54,12892.50,12682.14,30718.39,30307.64,29890.61,29467.21,29037.33,28600.89,28157.78,27707.89,27251.12,10383.26,25132.56,47270.92,123400.27,145375.48,143751.46,162367.17,194612.72,191871.76,163848.96,233394.82,231324.64,346653.76,420060.63,457075.74,599952.86,558455.59,581772.75,614490.19,630856.40,626361.90,653830.79,589506.75,627775.80,619219.97,606147.83,10330087.71,>50k,1.0DEQ,>2 years,OWN,1OR2ENQ,>16.5,1.0PUB,H,60M
0.0DEQ#14.5<x<16.5#60M#0ENQ#<2 years#O#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000.00,20763.02,25523.08,25225.68,24924.50,24619.49,24310.61,23997.79,23681.00,23360.18,51098.16,68490.15,61863.61,60923.10,66036.55,64940.37,63896.14,62907.03,61848.81,60683.52,59584.17,58470.59,56026.24,55089.23,54140.24,69179.13,86023.37,84651.44,103652.08,102084.86,100497.72,98902.37,97286.74,117504.23,150791.35,120639.49,118587.94,116511.30,114407.09,159277.02,213258.49,264335.12,260204.88,281022.61,336269.31,331226.03,312537.92,345630.39,316789.01,399420.01,430882.66,400307.84,459348.60,576524.05,601890.76,633936.59,658310.47,681177.93,633799.51,606926.54,11527198.12,>50k,0.0DEQ,<2 years,OWN,0ENQ,14.5<x<16.5,0.0PUB,O,60M
0.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#C#0.0PUB#OWN#>50k,,10000.00,27762.81,27107.10,26445.03,25776.56,25101.60,36170.10,35206.75,55234.11,45976.06,44748.70,51009.14,49580.53,48137.83,46680.92,45288.75,43882.90,49463.25,47866.89,46254.83,44536.15,42308.49,41002.11,39021.81,37035.27,35154.84,53110.14,68629.43,65733.08,72989.45,70052.85,67087.48,64090.03,74066.25,70642.84,69486.01,65437.81,62388.03,59805.85,56768.04,57700.68,64510.99,61037.71,58075.98,55085.58,52706.74,50361.77,40394.30,37325.88,35427.57,33511.19,31576.57,29623.54,47652.02,45427.42,43181.62,40914.43,38625.63,36315.02,32076.73,38032.23,31992.74,30175.82,29004.16,59596.57,139580.51,179689.01,240728.70,270157.91,274430.72,287175.55,281898.91,273855.84,278553.79,279909.20,271652.01,285018.28,324199.50,328231.79,336626.48,319138.16,364486.56,350178.29,435727.28,576288.90,631349.27,622061.68,641150.11,645879.60,625994.58,680789.26,652027.98,694626.88,668177.91,608776.48,15595733.84,>50k,0.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,0.0PUB,C,36M
0.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#O#0.0PUB#OWN#>50k,,,,,,,20000.00,19532.42,32060.35,31281.81,64820.68,63208.97,69082.49,84812.69,86032.49,83675.04,81539.85,99941.92,133013.94,154749.02,165793.84,161820.14,182026.94,195349.56,203908.83,197538.47,217341.61,224310.51,220621.37,228773.07,240353.09,290773.98,281810.25,279275.64,318249.18,312169.90,295469.88,289845.16,289855.33,276494.26,268640.21,249862.05,237763.77,210030.31,203092.60,179919.78,167580.27,168804.81,150729.57,143600.31,148089.97,145319.36,148456.30,140739.46,172271.71,169002.60,161264.16,187451.55,246208.02,245646.82,247576.82,251519.35,266219.72,310610.29,341331.25,336800.12,351906.91,342429.87,334526.28,345696.32,342404.94,351734.29,370895.36,421436.45,423793.62,453751.27,433025.08,439285.51,498624.74,456691.21,489379.29,498271.44,528272.20,574237.05,538804.56,627367.83,614803.46,631315.69,616467.74,641963.34,652219.68,713755.80,756332.35,730124.33,673980.08,611311.16,26858871.72,>50k,0.0DEQ,<2 years,OWN,1OR2ENQ,10<x<12.5,0.0PUB,O,36M
0.0DEQ#>16.5#36M#0ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7831.92,7661.27,7487.99,7312.05,7133.40,10133.40,9591.99,9297.19,9054.54,8985.79,8504.18,8234.44,7960.58,7682.56,7400.29,7113.71,11022.77,16626.86,16082.00,15530.52,15200.31,14675.81,14338.99,13272.06,12928.49,12359.87,11763.71,10898.17,10283.54,9661.37,11929.93,11583.29,11233.26,11866.23,11215.76,7437.42,7127.09,6813.99,12498.09,43678.93,77670.29,95609.98,131788.89,184822.73,200781.21,262045.14,293519.98,350708.34,391779.12,437112.68,441630.27,464579.75,452874.35,499461.25,529394.21,555427.87,577800.59,573956.21,632341.72,659071.31,703411.57,721683.46,686754.63,693065.72,720178.16,711027.66,651340.27,612817.48,13772068.57,<50k,0.0DEQ,>2 years,RENT,0ENQ,>16.5,1.0PUB,O,36M
0.0DEQ#14.5<x<16.5#60M#1OR2ENQ#<2 years#C#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25150.00,24870.12,24586.61,24299.44,32008.55,31623.16,40832.83,40332.11,46674.92,46083.64,45484.77,45060.91,44631.57,58321.68,77722.68,64247.48,63405.73,74928.20,73928.64,72916.20,71890.72,70852.02,69799.94,68734.30,67654.93,84561.65,83258.12,81937.66,80600.04,79245.05,77872.46,76482.03,75073.54,86146.76,93834.77,92207.33,90558.60,88888.32,87196.20,107481.95,125502.81,123279.25,121026.50,133744.15,166853.67,196022.37,223847.15,274110.25,380239.27,424886.12,433560.90,482269.55,530298.81,551995.29,599637.96,620037.77,631603.19,623035.33,614355.50,9847691.48,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,14.5<x<16.5,0.0PUB,C,60M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#<2 years#D#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400.00,25134.64,24831.18,24524.36,24214.15,38400.51,43913.89,29175.91,46941.09,71314.63,83189.48,91878.25,103176.05,101813.25,100435.08,99041.36,125831.91,136536.18,134777.76,132999.50,119330.43,135511.84,133463.85,131383.21,148663.50,146318.28,161571.50,181963.39,188808.66,185758.93,182674.60,179555.27,176400.54,173210.02,155318.18,133709.09,161819.93,267355.32,262932.43,264878.87,260777.43,248147.51,240583.47,231269.70,254095.57,249561.14,285624.03,336265.10,410479.34,427656.73,446657.08,504582.10,555876.74,532886.74,559290.19,621147.72,646295.81,636154.48,616817.15,13015325.04,<50k,0.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,0.0PUB,D,60M
1.0DEQ#>16.5#36M#0ENQ#>2 years#D#1.0PUB#OWN#>50k,,,,,4400.00,4306.73,4212.07,4115.99,4018.49,3919.54,3819.12,3717.20,3613.76,3508.79,3402.24,3294.11,3184.37,3072.99,2959.96,2845.24,2728.82,2610.66,2490.75,2369.05,2245.54,2120.19,1992.97,1863.86,1732.83,1599.86,1464.90,1327.93,1188.92,1047.85,904.67,759.37,611.90,462.24,310.35,156.20,,,,,,,,35000.00,34283.85,33567.62,37689.98,37574.28,37456.70,37337.25,37245.92,57153.20,56633.20,22652.49,22117.02,21573.64,21022.23,20462.68,21294.86,20690.40,20076.93,19454.33,18822.45,63181.15,61573.32,46505.98,45372.26,44221.69,43054.03,41869.02,75899.52,84192.65,82980.91,95226.11,115697.72,186072.33,272005.91,302065.61,364167.92,375985.21,366752.25,384386.35,396869.77,437570.00,459953.54,446934.88,437755.87,530004.27,588829.08,663949.12,638342.64,618811.88,8970719.46,>50k,1.0DEQ,>2 years,OWN,0ENQ,>16.5,1.0PUB,D,36M
1.0DEQ#12.5<x<14.5#60M#0ENQ#<2 years#C#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000.00,54599.08,53958.32,53310.01,80654.08,92665.20,115361.26,159035.25,268291.95,322751.24,405722.35,485448.60,549664.57,662511.95,671682.44,663053.01,638697.05,620073.93,5932480.29,>50k,1.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,0.0PUB,C,60M
0.0DEQ#>16.5#36M#1OR2ENQ#<2 years#D#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500.00,22031.41,21555.41,21071.87,20580.69,20081.73,19574.87,19059.99,20036.97,19474.44,18903.01,18322.54,17732.88,17133.89,16525.42,15907.32,15279.43,31241.61,30238.53,17012.53,16609.95,16201.51,15787.14,78116.76,76366.63,134490.27,167031.82,190096.68,264679.13,261992.43,293437.46,346013.59,421929.75,416407.03,427401.45,452083.97,502614.45,484831.29,556813.52,614686.28,616716.57,627503.22,616627.78,617254.35,655144.83,636048.21,677846.73,646180.45,679212.96,727511.70,680193.80,620403.96,13942500.23,>50k,0.0DEQ,<2 years,RENT,1OR2ENQ,>16.5,1.0PUB,D,36M
1.0DEQ#10<x<12.5#60M#1OR2ENQ#>2 years#D#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.00,23707.07,23411.18,23112.30,22810.41,22505.46,22197.44,41886.30,41327.07,68762.21,65853.30,64914.31,63965.76,76507.54,95376.41,93992.02,163993.44,286097.90,335749.50,552163.39,592327.52,643236.81,632369.65,620557.97,4600824.97,>50k,1.0DEQ,>2 years,RENT,1OR2ENQ,10<x<12.5,0.0PUB,D,60M
0.0DEQ#>16.5#60M#0ENQ#<2 years#D#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,15833.66,15664.82,15493.45,15319.51,15142.97,14963.78,59781.90,59144.23,58496.59,57838.81,57170.59,56492.07,66005.59,108366.20,107310.26,125938.05,126835.75,137442.26,152084.04,203694.65,215910.34,228709.76,241200.61,286437.53,348230.27,382693.57,407724.01,474338.64,467166.00,482034.59,580391.31,600668.05,625678.15,630856.34,622980.06,8080038.39,<50k,0.0DEQ,<2 years,OWN,0ENQ,>16.5,1.0PUB,D,60M
1.0DEQ#12.5<x<14.5#60M#0ENQ#<2 years#C#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400.00,15221.23,15040.38,14857.42,14672.33,14485.08,14295.65,14104.01,13910.15,13714.02,13515.61,13314.88,13111.82,12906.40,12698.58,12488.33,12275.64,12060.47,11842.80,11622.59,11399.81,11174.44,,,,,,,,,,,,,,40000.00,39536.39,65567.35,64787.88,83999.23,82966.27,97921.27,96672.57,110409.49,108958.59,190890.92,212827.98,212006.80,237176.70,337158.62,399589.65,461439.08,510325.12,542436.88,625494.77,631997.89,623227.11,6069502.21,>50k,1.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,C,60M
0.0DEQ#14.5<x<16.5#60M#2+ENQ#<2 years#C#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,27819.87,27502.73,27181.58,26856.38,26527.08,26193.62,25855.95,25514.02,25167.78,24817.16,24538.00,24255.34,36676.46,36184.94,35687.23,35319.62,34947.34,34570.33,34188.53,25658.65,25267.10,24870.57,59469.00,58670.52,81861.88,80781.40,79686.95,94578.34,93281.03,91966.84,90635.53,57998.68,57071.65,56132.44,73180.88,72016.95,82837.75,122512.13,145923.42,164036.19,232407.68,293958.98,310052.19,403847.53,432929.18,505452.56,528753.94,533641.16,512748.64,626997.97,653189.16,643583.82,633975.24,624540.52,9150320.41,>50k,0.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,C,60M
0.0DEQ#>16.5#36M#2+ENQ#>2 years#O#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.00,29365.12,28720.72,28066.68,40402.85,39448.43,38480.01,37497.39,48500.37,47234.61,45950.23,47646.94,46260.20,44853.06,43425.24,41976.43,40506.32,39014.60,37500.94,35965.03,34406.54,32825.13,31509.83,30175.39,28821.51,27447.92,39154.34,32618.41,30897.51,29151.73,35380.70,33414.80,46420.38,47522.03,45106.48,42970.30,40801.71,39320.62,39416.77,67889.79,73243.52,85568.02,69506.32,132910.47,193309.96,207641.23,218611.86,356964.08,362874.64,365499.65,390444.52,374670.95,416467.12,400327.36,515337.53,534280.53,517244.63,539184.26,660256.90,651908.79,762986.88,756197.34,725223.25,719575.88,695111.74,711886.96,677880.59,625005.56,14286187.63,>50k,0.0DEQ,>2 years,OWN,2+ENQ,>16.5,1.0PUB,O,36M
0.0DEQ#>16.5#60M#2+ENQ#<2 years#C#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12775.00,12639.20,36501.46,36103.99,35700.91,35292.14,34877.59,34457.18,11632.56,11480.39,11326.05,11169.50,11010.70,10849.63,10686.25,10520.53,10352.44,80181.93,79275.84,78356.45,77423.58,76477.01,75516.56,74542.01,73553.16,72549.79,71531.71,70498.67,89450.48,88207.86,108946.15,107443.01,135416.66,109069.17,107613.32,170134.13,168060.42,185951.47,193616.42,220156.09,280112.85,388481.54,413522.98,505731.81,593815.02,697779.83,689714.27,662016.34,762880.64,827694.76,808019.47,826864.17,802712.20,778379.26,733633.07,717001.64,706010.68,635163.44,625755.59,15306636.99,>50k,0.0DEQ,<2 years,RENT,2+ENQ,>16.5,0.0PUB,C,60M
0.0DEQ#12.5<x<14.5#60M#2+ENQ#>2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25625.00,25322.61,25016.85,44707.68,87160.56,86106.39,95255.65,94086.90,92904.77,91709.10,115514.73,123582.13,121971.89,120043.32,153697.28,166318.54,173602.66,171468.01,169309.38,164309.16,161867.17,147674.90,183190.77,180436.45,201651.20,218553.73,233264.31,273654.14,290237.67,318111.88,349246.60,301912.16,281438.16,320721.09,339427.57,333798.26,345730.14,356944.83,370719.35,364184.97,375576.38,368685.61,373716.45,406967.29,421490.50,459973.24,469466.90,551292.95,614785.74,680762.91,703274.21,704539.22,720563.68,708675.90,697761.83,683071.40,705485.08,666671.76,642294.45,630145.72,19305679.20,>50k,0.0DEQ,>2 years,OWN,2+ENQ,12.5<x<14.5,0.0PUB,H,60M
0.0DEQ#10<x<12.5#36M#0ENQ#>2 years#O#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2930.58,2860.45,2789.60,2718.04,2645.74,2572.71,2498.94,2424.42,2349.14,6273.09,6101.43,5928.15,5753.23,5576.66,5398.42,8718.50,8455.91,8190.78,7923.09,7652.80,14179.90,13742.51,29901.05,26470.81,29733.23,31971.73,31150.81,30322.18,29485.78,28641.53,27789.35,24828.57,32055.55,31087.49,30110.43,29124.28,66628.94,76609.66,94388.19,93683.16,90906.80,116479.77,112994.30,127076.03,123110.66,119108.03,135067.78,130526.11,125941.42,144288.31,157565.40,170463.50,176376.56,169948.66,194984.38,181405.72,202519.32,207915.72,239433.88,299391.65,327164.64,385482.85,499525.00,536778.51,555640.80,626494.83,719869.84,703984.34,671327.64,630804.52,9757243.82,>50k,0.0DEQ,>2 years,RENT,0ENQ,10<x<12.5,1.0PUB,O,36M
0.0DEQ#>16.5#60M#1OR2ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7914.96,7828.70,7741.21,7652.46,7562.44,7471.13,7378.52,7284.58,7189.29,7092.63,12994.60,12830.83,12664.74,15096.29,14898.02,14696.92,14521.17,25942.93,25646.27,25345.16,25039.55,41309.57,40795.89,40274.50,47745.29,47123.30,46492.02,45851.33,45201.09,44541.15,43871.37,43191.59,42501.68,41801.47,60515.82,43558.46,42885.04,62376.05,61481.14,71897.04,81500.63,95611.05,143792.35,152469.75,196823.62,205367.69,241356.09,264537.52,370065.38,437822.23,427949.23,564296.22,547481.65,552820.03,587136.69,640385.32,680440.08,672062.90,630955.67,8689080.29,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,>16.5,1.0PUB,D,60M
1.0DEQ#10<x<12.5#60M#1OR2ENQ#<2 years#D#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800.00,12641.11,12480.70,12318.75,12155.25,11990.19,11823.55,11655.31,11485.46,11313.98,11140.86,10966.08,10789.63,10611.50,10431.65,10250.08,10066.78,9881.72,9694.88,9506.26,9315.84,9123.58,8929.49,8733.54,8535.72,8336.00,28134.36,49686.69,48858.96,48123.28,47380.50,62630.57,61672.93,60706.14,59730.09,58744.71,117049.90,109534.44,108013.00,106476.69,104925.38,103358.90,101777.12,86712.19,85323.31,96070.76,114507.56,124677.30,246680.86,366124.57,381012.05,520520.10,605883.26,651247.06,642029.98,632726.85,6107297.40,>50k,1.0DEQ,<2 years,OWN,1OR2ENQ,10<x<12.5,0.0PUB,D,60M
1.0DEQ#14.5<x<16.5#60M#1OR2ENQ#>2 years#D#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.00,6922.99,6844.96,19015.89,18796.82,18574.97,18350.30,18113.11,25882.58,25558.57,25230.47,24898.23,13636.25,13450.89,13263.14,13072.98,12880.38,12685.31,12487.72,5347.90,5248.93,5148.65,5047.03,4944.07,4839.73,4734.01,4626.88,4518.33,38233.34,37753.26,55266.71,64502.42,59742.10,126791.91,162066.53,172194.09,185161.71,182933.66,249750.79,294694.15,303069.87,299266.48,330237.52,363341.77,362466.67,369652.98,406217.39,489819.59,494188.89,496874.41,615720.99,645420.64,633679.65,677211.47,700676.59,690487.47,646282.33,636825.67,11141652.15,<50k,1.0DEQ,>2 years,OWN,1OR2ENQ,14.5<x<16.5,0.0PUB,D,60M
